"행정구역","2024년06월_계_총인구수","2024년06월_계_연령구간인구수","2024년06월_계_0~9세","2024년06월_계_10~19세","2024년06월_계_20~29세","2024년06월_계_30~39세","2024년06월_계_40~49세","2024년06월_계_50~59세","2024년06월_계_60~69세","2024년06월_계_70~79세","2024년06월_계_80~89세","2024년06월_계_90~99세","2024년06월_계_100세 이상"
"전북특별자치도 장수군 (5274000000)","20,789","20,789","777","1,531","1,282","1,199","2,058","3,591","4,435","3,153","2,368","383","12"
"전북특별자치도 장수군 장수읍(5274025000)","6,974","6,974","367","719","555","522","878","1,160","1,247","871","561","90","4"
"전북특별자치도 장수군 산서면(5274031000)","1,929","1,929","49","111","87","77","144","337","415","351","307","50","1"
"전북특별자치도 장수군 번암면(5274032000)","2,177","2,177","47","107","81","87","142","359","550","441","313","46","4"
"전북특별자치도 장수군 장계면(5274033500)","4,169","4,169","179","350","261","265","460","777","831","532","442","71","1"
"전북특별자치도 장수군 천천면(5274034000)","2,020","2,020","42","65","113","85","148","336","519","380","285","45","2"
"전북특별자치도 장수군 계남면(5274035000)","2,038","2,038","61","111","118","99","172","380","464","348","244","41","0"
"전북특별자치도 장수군 계북면(5274036000)","1,482","1,482","32","68","67","64","114","242","409","230","216","40","0"
"전북특별자치도 임실군 (5275000000)","25,858","25,858","1,062","1,409","1,666","1,643","2,291","4,301","5,634","4,054","3,212","572","14"
"전북특별자치도 임실군 임실읍(5275025000)","7,191","7,191","550","737","647","729","945","1,098","1,092","747","549","97","0"
"전북특별자치도 임실군 청웅면(5275031000)","1,214","1,214","31","35","51","49","91","209","272","223","216","35","2"
"전북특별자치도 임실군 운암면(5275032000)","1,582","1,582","37","48","97","68","110","312","451","257","168","33","1"
"전북특별자치도 임실군 신평면(5275033000)","1,370","1,370","38","45","72","84","99","198","336","255","206","36","1"
"전북특별자치도 임실군 성수면(5275034000)","1,558","1,558","34","52","84","74","109","236","382","284","267","36","0"
"전북특별자치도 임실군 오수면(5275035500)","3,420","3,420","77","158","231","168","270","571","819","606","440","78","2"
"전북특별자치도 임실군 신덕면(5275036000)","1,272","1,272","33","34","66","54","82","225","298","241","195","43","1"
"전북특별자치도 임실군 삼계면(5275037000)","1,417","1,417","28","43","50","50","93","218","313","323","241","58","0"
"전북특별자치도 임실군 관촌면(5275038000)","3,122","3,122","129","140","195","173","247","591","709","510","365","61","2"
"전북특별자치도 임실군 강진면(5275039000)","1,387","1,387","24","34","74","78","96","259","359","217","215","29","2"
"전북특별자치도 임실군 덕치면(5275040000)","1,141","1,141","29","33","44","59","62","198","325","187","185","16","3"
"전북특별자치도 임실군 지사면(5275041000)","1,184","1,184","52","50","55","57","87","186","278","204","165","50","0"
"전북특별자치도 순창군 (5277000000)","26,785","26,785","1,081","2,072","1,963","1,608","2,813","4,484","5,426","3,799","3,057","466","16"
"전북특별자치도 순창군 순창읍(5277025000)","10,349","10,349","697","1,298","1,108","862","1,542","1,752","1,449","981","562","95","3"
"전북특별자치도 순창군 인계면(5277031000)","1,419","1,419","30","57","90","74","104","248","358","213","207","33","5"
"전북특별자치도 순창군 동계면(5277032000)","1,914","1,914","31","95","78","71","165","331","432","340","324","43","4"
"전북특별자치도 순창군 풍산면(5277033000)","1,611","1,611","46","72","92","60","169","234","332","309","247","50","0"
"전북특별자치도 순창군 금과면(5277034000)","1,717","1,717","35","51","97","86","101","301","479","279","236","50","2"
"전북특별자치도 순창군 팔덕면(5277035000)","1,390","1,390","32","73","62","89","99","228","348","210","220","29","0"
"전북특별자치도 순창군 쌍치면(5277036000)","1,858","1,858","41","96","106","72","128","320","517","290","248","40","0"
"전북특별자치도 순창군 복흥면(5277037000)","2,043","2,043","74","141","95","99","158","347","494","331","273","31","0"
"전북특별자치도 순창군 적성면(5277038000)","1,240","1,240","35","40","75","57","99","189","284","210","223","27","1"
"전북특별자치도 순창군 유등면(5277039000)","1,001","1,001","20","40","52","43","78","155","220","204","163","26","0"
"전북특별자치도 순창군 구림면(5277040000)","2,243","2,243","40","109","108","95","170","379","513","432","354","42","1"
"전북특별자치도 고창군 (5279000000)","51,327","51,327","1,927","3,798","3,335","3,235","5,165","8,511","10,591","7,797","5,926","1,003","39"
"전북특별자치도 고창군 고창읍(5279025000)","20,492","20,492","1,354","2,464","1,914","1,790","2,799","3,475","3,253","2,042","1,196","195","10"
"전북특별자치도 고창군 고수면(5279031000)","2,290","2,290","38","101","132","118","181","371","550","413","320","66","0"
"전북특별자치도 고창군 아산면(5279032000)","2,478","2,478","49","86","104","127","181","439","606","446","378","59","3"
"전북특별자치도 고창군 무장면(5279033000)","2,649","2,649","55","207","138","119","205","422","564","482","399","56","2"
"전북특별자치도 고창군 공음면(5279034000)","2,313","2,313","36","95","97","119","196","344","534","445","383","60","4"
"전북특별자치도 고창군 상하면(5279035000)","2,248","2,248","42","108","129","111","181","358","525","416","328","46","4"
"전북특별자치도 고창군 해리면(5279036000)","2,522","2,522","47","80","118","90","181","366","627","550","402","58","3"
"전북특별자치도 고창군 성송면(5279037000)","1,670","1,670","26","45","62","65","106","284","417","324","283","57","1"
"전북특별자치도 고창군 대산면(5279038000)","2,966","2,966","49","116","117","112","215","475","742","561","496","78","5"
"전북특별자치도 고창군 심원면(5279039000)","2,342","2,342","48","99","111","130","190","435","586","379","323","41","0"
"전북특별자치도 고창군 흥덕면(5279040000)","2,914","2,914","68","129","149","154","230","490","718","482","415","76","3"
"전북특별자치도 고창군 성내면(5279041000)","1,842","1,842","34","74","78","90","146","284","437","345","282","72","0"
"전북특별자치도 고창군 신림면(5279042000)","2,050","2,050","33","78","104","98","149","342","471","380","331","64","0"
"전북특별자치도 고창군 부안면(5279043000)","2,551","2,551","48","116","82","112","205","426","561","532","390","75","4"
"전북특별자치도 부안군 (5280000000)","48,591","48,591","1,833","3,273","3,351","3,128","5,170","8,198","10,316","7,404","5,089","813","16"
"전북특별자치도 부안군 부안읍(5280025000)","20,271","20,271","1,275","2,189","1,953","1,709","2,799","3,536","3,333","2,059","1,240","173","5"
"전북특별자치도 부안군 주산면(5280031000)","1,747","1,747","37","45","80","80","138","242","457","331","277","59","1"
"전북특별자치도 부안군 동진면(5280032000)","2,546","2,546","46","78","124","127","159","429","607","494","415","66","1"
"전북특별자치도 부안군 행안면(5280033000)","2,040","2,040","43","110","102","142","184","353","502","310","245","49","0"
"전북특별자치도 부안군 계화면(5280034000)","3,015","3,015","63","124","130","146","302","425","688","663","430","43","1"
"전북특별자치도 부안군 보안면(5280035000)","2,264","2,264","28","71","83","93","147","359","596","465","368","54","0"
"전북특별자치도 부안군 변산면(5280036000)","4,159","4,159","103","245","265","237","468","793","989","633","367","58","1"
"전북특별자치도 부안군 진서면(5280037000)","2,184","2,184","53","80","108","106","181","373","609","398","241","33","2"
"전북특별자치도 부안군 백산면(5280038000)","2,346","2,346","33","66","112","107","162","348","575","475","386","82","0"
"전북특별자치도 부안군 상서면(5280039000)","2,071","2,071","41","71","113","116","134","352","499","395","296","54","0"
"전북특별자치도 부안군 하서면(5280040000)","2,394","2,394","34","76","108","117","182","390","556","484","385","59","3"
"전북특별자치도 부안군 줄포면(5280041000)","2,459","2,459","61","89","122","106","210","393","647","463","309","58","1"
"전북특별자치도 부안군 위도면(5280042000)","1,095","1,095","16","29","51","42","104","205","258","234","130","25","1"
"전라남도  (4600000000)","1,794,967","1,794,967","104,141","156,990","172,960","168,662","236,501","310,948","308,689","191,834","123,415","20,254","573"
"전라남도 목포시 (4611000000)","212,502","212,502","12,753","22,865","23,794","21,242","33,951","37,282","31,828","18,730","8,797","1,227","33"
"전라남도 목포시 용당1동(4611051000)","9,506","9,506","330","592","773","753","1,162","1,604","1,939","1,553","707","89","4"
"전라남도 목포시 용당2동(4611052000)","4,567","4,567","130","225","384","316","509","789","1,010","787","365","50","2"
"전라남도 목포시 연동(4611053500)","4,004","4,004","88","239","291","248","477","688","827","716","392","36","2"
"전라남도 목포시 산정동(4611054500)","9,014","9,014","529","1,007","922","846","1,353","1,580","1,478","851","388","58","2"
"전라남도 목포시 연산동(4611055400)","10,208","10,208","1,185","1,356","1,098","1,443","2,014","1,431","962","493","188","38","0"
"전라남도 목포시 원산동(4611055800)","11,741","11,741","594","1,254","1,403","1,120","1,737","2,297","1,836","971","466","62","1"
"전라남도 목포시 대성동(4611056500)","4,772","4,772","354","441","454","535","772","763","724","462","239","28","0"
"전라남도 목포시 목원동(4611059500)","6,534","6,534","152","325","487","471","718","1,125","1,411","1,143","605","94","3"
"전라남도 목포시 동명동(4611064000)","4,686","4,686","123","244","334","294","589","759","931","929","436","46","1"
"전라남도 목포시 삼학동(4611064500)","5,609","5,609","265","587","533","433","834","895","1,016","729","288","29","0"
"전라남도 목포시 만호동(4611065500)","2,435","2,435","39","89","139","113","305","434","573","478","241","24","0"
"전라남도 목포시 유달동(4611066000)","3,840","3,840","91","191","311","273","468","667","784","633","376","43","3"
"전라남도 목포시 죽교동(4611069500)","2,777","2,777","76","199","258","177","327","456","565","427","260","31","1"
"전라남도 목포시 북항동(4611070500)","8,564","8,564","424","882","920","795","1,261","1,500","1,499","844","393","46","0"
"전라남도 목포시 용해동(4611074500)","16,172","16,172","1,066","2,254","1,822","1,518","2,944","2,727","2,051","1,144","558","88","0"
"전라남도 목포시 이로동(4611075000)","10,194","10,194","702","1,354","1,025","938","1,713","1,588","1,499","905","406","62","2"
"전라남도 목포시 상동(4611075600)","21,941","21,941","1,583","2,256","2,363","2,484","3,491","3,925","3,247","1,738","733","117","4"
"전라남도 목포시 하당동(4611075700)","14,100","14,100","838","1,380","2,350","1,870","2,384","2,565","1,667","697","303","44","2"
"전라남도 목포시 신흥동(4611075800)","15,998","15,998","908","1,728","2,150","1,751","2,485","3,100","2,405","938","462","70","1"
"전라남도 목포시 삼향동(4611078000)","4,443","4,443","234","455","472","408","699","782","736","420","193","41","3"
"전라남도 목포시 옥암동(4611079000)","10,807","10,807","763","1,466","1,339","1,157","1,919","1,958","1,302","594","271","38","0"
"전라남도 목포시 부흥동(4611080000)","8,072","8,072","424","772","1,095","915","1,309","1,578","1,184","488","262","44","1"
"전라남도 목포시 부주동(4611081000)","22,518","22,518","1,855","3,569","2,871","2,384","4,481","4,071","2,182","790","265","49","1"
"전라남도 여수시 (4613000000)","270,047","270,047","16,446","24,316","29,184","27,993","37,830","47,544","45,106","26,694","12,928","1,946","60"
"전라남도 여수시 돌산읍(4613025000)","2,404","2,404","31","57","100","109","175","366","639","509","349","65","4"
"전라남도 여수시 돌산읍우두출장소(4613025100)","8,057","8,057","317","635","618","605","1,113","1,402","1,623","1,098","561","82","3"
"전라남도 여수시 돌산읍죽포출장소(4613025200)","1,815","1,815","26","45","108","74","103","294","457","412","241","52","3"
"전라남도 여수시 소라면(4613031000)","21,656","21,656","1,848","2,245","2,186","2,488","3,366","3,774","3,268","1,483","860","132","6"
"전라남도 여수시 율촌면(4613032000)","5,830","5,830","147","310","341","331","612","967","1,295","1,000","690","135","2"
"전라남도 여수시 화양면(4613033000)","6,096","6,096","123","222","397","297","475","1,089","1,510","1,105","729","145","4"
"전라남도 여수시 남면(4613034000)","2,672","2,672","38","103","95","99","194","418","697","589","377","60","2"
"전라남도 여수시 화정면(4613035000)","1,280","1,280","7","16","43","44","75","183","343","282","246","38","3"
"전라남도 여수시 화정면개도출장소(4613035600)","771","771","10","33","29","21","51","151","177","166","112","21","0"
"전라남도 여수시 삼산면(4613036000)","1,965","1,965","37","84","103","95","192","375","549","322","178","28","2"
"전라남도 여수시 동문동(4613051500)","4,072","4,072","136","280","311","334","471","588","822","769","320","41","0"
"전라남도 여수시 한려동(4613053500)","2,708","2,708","62","131","269","253","283","433","499","515","230","33","0"
"전라남도 여수시 중앙동(4613057000)","3,804","3,804","92","201","275","265","436","621","847","728","306","33","0"
"전라남도 여수시 충무동(4613060000)","3,476","3,476","59","166","278","221","327","567","732","709","374","42","1"
"전라남도 여수시 광림동(4613062500)","5,446","5,446","119","274","474","418","614","898","1,198","976","427","47","1"
"전라남도 여수시 서강동(4613063500)","3,778","3,778","127","194","394","329","448","523","806","613","299","44","1"
"전라남도 여수시 대교동(4613065500)","4,680","4,680","108","200","328","325","474","750","1,058","929","454","54","0"
"전라남도 여수시 국동(4613067000)","10,317","10,317","449","787","893","902","1,300","1,705","2,224","1,406","600","47","4"
"전라남도 여수시 월호동(4613068500)","7,213","7,213","430","607","678","698","939","1,140","1,437","893","357","33","1"
"전라남도 여수시 여서동(4613070000)","16,269","16,269","695","1,429","1,860","1,537","2,173","2,885","3,181","1,649","754","106","0"
"전라남도 여수시 문수동(4613071000)","19,058","19,058","1,256","1,987","2,115","1,903","2,994","3,379","2,912","1,703","700","104","5"
"전라남도 여수시 미평동(4613073000)","11,297","11,297","468","959","1,674","1,088","1,497","2,134","1,905","1,041","472","58","1"
"전라남도 여수시 둔덕동(4613074000)","9,562","9,562","499","993","1,300","892","1,318","1,944","1,564","773","248","31","0"
"전라남도 여수시 만덕동(4613076500)","10,234","10,234","812","1,005","972","1,110","1,595","1,521","1,653","1,028","462","76","0"
"전라남도 여수시 쌍봉동(4613078000)","31,681","31,681","2,150","3,414","4,477","3,916","4,785","6,120","4,217","1,793","702","103","4"
"전라남도 여수시 시전동(4613079000)","43,578","43,578","4,919","5,184","5,067","6,470","7,568","7,289","4,574","1,735","660","107","5"
"전라남도 여수시 여천동(4613080000)","19,460","19,460","804","1,538","2,645","2,105","2,546","4,111","3,419","1,500","665","120","7"
"전라남도 여수시 주삼동(4613081000)","7,706","7,706","633","1,082","877","882","1,463","1,280","756","472","221","40","0"
"전라남도 여수시 삼일동(4613082000)","2,077","2,077","34","84","194","138","170","413","501","315","195","33","0"
"전라남도 여수시 묘도동(4613083000)","1,085","1,085","10","51","83","44","73","224","243","181","139","36","1"
"전라남도 순천시 (4615000000)","276,986","276,986","19,571","28,231","32,609","32,012","39,861","49,223","41,215","20,481","11,718","2,013","52"
"전라남도 순천시 승주읍(4615025000)","2,468","2,468","39","74","125","110","153","403","659","413","424","68","0"
"전라남도 순천시 해룡면(4615031000)","4,198","4,198","78","152","271","238","314","796","1,033","685","519","111","1"
"전라남도 순천시 해룡면상삼출장소(4615031500)","18,572","18,572","1,261","2,227","2,903","2,364","2,931","4,010","1,971","554","305","45","1"
"전라남도 순천시 해룡면신대출장소(4615031600)","33,112","33,112","4,970","5,504","3,116","5,581","7,282","4,212","1,739","493","163","52","0"
"전라남도 순천시 서면(4615032000)","15,420","15,420","1,211","1,320","1,410","2,069","2,074","2,630","2,433","1,360","778","134","1"
"전라남도 순천시 황전면(4615033000)","2,697","2,697","23","74","106","83","151","419","684","598","463","93","3"
"전라남도 순천시 월등면(4615034000)","1,652","1,652","26","40","73","66","108","259","474","306","256","43","1"
"전라남도 순천시 주암면(4615035000)","2,909","2,909","45","92","118","128","157","426","786","559","498","98","2"
"전라남도 순천시 송광면(4615036000)","1,387","1,387","7","23","42","49","88","240","364","263","267","42","2"
"전라남도 순천시 외서면(4615037000)","777","777","11","18","33","27","38","116","201","147","154","32","0"
"전라남도 순천시 낙안면(4615038000)","2,914","2,914","54","114","140","112","175","437","759","593","448","76","6"
"전라남도 순천시 별량면(4615039000)","5,237","5,237","99","220","316","241","370","886","1,269","906","776","150","4"
"전라남도 순천시 상사면(4615040000)","2,809","2,809","56","105","229","162","181","539","725","402","337","67","6"
"전라남도 순천시 향동(4615051500)","3,230","3,230","97","223","261","225","326","472","668","591","320","46","1"
"전라남도 순천시 매곡동(4615054000)","6,446","6,446","413","482","1,026","750","742","945","938","685","412","53","0"
"전라남도 순천시 삼산동(4615055000)","29,123","29,123","2,210","2,903","4,055","3,750","4,082","4,951","4,259","1,951","794","163","5"
"전라남도 순천시 조곡동(4615056000)","7,294","7,294","478","644","803","905","958","1,300","1,176","639","341","48","2"
"전라남도 순천시 덕연동(4615057000)","40,750","40,750","2,324","4,478","5,433","4,263","5,943","8,080","6,529","2,508","1,020","169","3"
"전라남도 순천시 풍덕동(4615058000)","6,947","6,947","242","485","705","604","802","1,128","1,428","958","533","62","0"
"전라남도 순천시 남제동(4615059000)","7,809","7,809","216","514","753","663","830","1,399","1,666","1,150","548","70","0"
"전라남도 순천시 저전동(4615060000)","2,555","2,555","76","142","226","240","262","379","522","433","248","27","0"
"전라남도 순천시 장천동(4615061000)","1,928","1,928","36","63","179","149","215","357","456","304","137","30","2"
"전라남도 순천시 중앙동(4615062000)","2,609","2,609","67","129","256","264","278","467","541","385","195","27","0"
"전라남도 순천시 도사동(4615063500)","17,305","17,305","1,476","1,829","1,755","1,918","2,790","2,966","2,555","1,203","684","122","7"
"전라남도 순천시 왕조1동(4615066100)","39,419","39,419","2,900","4,315","5,632","4,928","5,974","7,700","5,202","1,770","851","142","5"
"전라남도 순천시 왕조2동(4615066500)","17,419","17,419","1,156","2,061","2,643","2,123","2,637","3,706","2,178","625","247","43","0"
"전라남도 나주시 (4617000000)","116,968","116,968","8,822","10,173","10,910","14,169","16,833","17,645","18,346","11,265","7,511","1,256","38"
"전라남도 나주시 남평읍(4617025000)","11,773","11,773","911","875","868","1,274","1,721","1,913","2,182","1,214","689","122","4"
"전라남도 나주시 세지면(4617031000)","2,391","2,391","20","97","156","98","183","375","594","447","355","64","2"
"전라남도 나주시 왕곡면(4617032000)","2,627","2,627","41","77","190","130","199","465","641","447","367","69","1"
"전라남도 나주시 반남면(4617033000)","1,268","1,268","15","21","55","59","91","209","317","249","213","39","0"
"전라남도 나주시 공산면(4617034000)","2,158","2,158","56","128","104","98","179","339","495","383","336","37","3"
"전라남도 나주시 동강면(4617035000)","2,290","2,290","37","61","119","93","155","360","574","450","366","75","0"
"전라남도 나주시 다시면(4617036000)","3,363","3,363","44","124","172","179","259","542","867","600","504","67","5"
"전라남도 나주시 문평면(4617037000)","1,794","1,794","16","39","83","77","109","277","516","302","310","62","3"
"전라남도 나주시 노안면(4617038000)","4,246","4,246","60","110","221","208","296","734","1,181","748","567","118","3"
"전라남도 나주시 금천면(4617039000)","6,845","6,845","440","427","671","987","871","1,038","1,171","713","463","63","1"
"전라남도 나주시 산포면(4617040000)","3,143","3,143","44","113","229","185","280","582","777","510","363","58","2"
"전라남도 나주시 다도면(4617042000)","1,792","1,792","20","66","78","88","110","316","492","303","272","47","0"
"전라남도 나주시 봉황면(4617043000)","3,897","3,897","51","129","232","176","281","610","1,058","731","536","88","5"
"전라남도 나주시 송월동(4617051000)","7,887","7,887","483","770","1,119","1,016","1,136","1,439","1,014","550","311","47","2"
"전라남도 나주시 영강동(4617052000)","2,571","2,571","101","161","260","253","329","482","493","293","170","29","0"
"전라남도 나주시 금남동(4617054000)","4,447","4,447","161","289","423","318","453","804","865","666","412","56","0"
"전라남도 나주시 성북동(4617055000)","8,305","8,305","479","882","1,177","749","1,169","1,444","1,235","722","384","63","1"
"전라남도 나주시 영산동(4617058000)","2,812","2,812","50","140","176","154","260","457","658","500","347","69","1"
"전라남도 나주시 이창동(4617060000)","3,237","3,237","104","168","333","261","372","548","655","494","256","45","1"
"전라남도 나주시 빛가람동(4617062000)","40,122","40,122","5,689","5,496","4,244","7,766","8,380","4,711","2,561","943","290","38","4"
"전라남도 광양시 (4623000000)","153,164","153,164","11,261","15,605","17,408","18,761","22,720","30,321","21,672","9,364","5,082","940","30"
"전라남도 광양시 광양읍(4623025000)","48,033","48,033","3,269","5,041","5,230","5,238","7,413","9,036","7,326","3,397","1,751","323","9"
"전라남도 광양시 봉강면(4623031000)","2,014","2,014","47","75","153","122","152","377","506","292","239","50","1"
"전라남도 광양시 옥룡면(4623032000)","2,890","2,890","52","102","193","133","201","540","744","462","389","71","3"
"전라남도 광양시 옥곡면(4623033000)","4,839","4,839","245","244","474","494","449","1,101","932","510","335","53","2"
"전라남도 광양시 진상면(4623034000)","2,537","2,537","32","84","119","103","157","495","605","472","393","77","0"
"전라남도 광양시 진월면(4623035000)","2,566","2,566","55","65","139","120","198","393","603","538","369","81","5"
"전라남도 광양시 다압면(4623036000)","1,639","1,639","26","63","84","69","114","288","462","272","227","33","1"
"전라남도 광양시 골약동(4623051500)","9,309","9,309","1,772","767","810","2,434","1,480","957","546","290","202","49","2"
"전라남도 광양시 중마동(4623053000)","56,890","56,890","4,718","7,043","7,389","7,854","9,896","12,001","5,645","1,584","650","105","5"
"전라남도 광양시 광영동(4623054000)","10,659","10,659","501","988","1,140","982","1,413","2,569","2,068","677","271","49","1"
"전라남도 광양시 금호동(4623055000)","10,241","10,241","516","1,062","1,544","1,110","1,082","2,273","1,860","641","131","22","0"
"전라남도 광양시 태인동(4623057000)","1,547","1,547","28","71","133","102","165","291","375","229","125","27","1"
"전라남도 담양군 (4671000000)","45,031","45,031","1,869","2,929","3,625","3,325","4,617","7,922","9,534","6,097","4,407","680","26"
"전라남도 담양군 담양읍(4671025000)","15,145","15,145","1,048","1,280","1,467","1,540","1,958","2,531","2,531","1,580","1,047","155","8"
"전라남도 담양군 봉산면(4671031000)","2,613","2,613","87","86","160","176","246","455","609","434","305","54","1"
"전라남도 담양군 고서면(4671032000)","2,939","2,939","69","135","198","178","221","521","759","507","302","48","1"
"전라남도 담양군 가사문학면(4671033500)","1,179","1,179","17","39","70","54","90","227","318","175","159","29","1"
"전라남도 담양군 창평면(4671034000)","3,564","3,564","79","275","240","208","300","622","839","548","392","60","1"
"전라남도 담양군 대덕면(4671035000)","1,869","1,869","48","88","154","100","138","354","491","260","212","24","0"
"전라남도 담양군 무정면(4671036000)","2,346","2,346","57","69","268","132","161","365","549","385","303","56","1"
"전라남도 담양군 금성면(4671037000)","2,431","2,431","51","85","156","124","222","404","602","386","343","54","4"
"전라남도 담양군 용면(4671038000)","1,756","1,756","44","60","104","95","158","324","414","318","209","27","3"
"전라남도 담양군 월산면(4671039000)","2,291","2,291","65","111","120","161","199","422","530","379","264","38","2"
"전라남도 담양군 수북면(4671040000)","4,756","4,756","175","330","400","299","504","935","1,034","584","426","66","3"
"전라남도 담양군 대전면(4671041000)","4,142","4,142","129","371","288","258","420","762","858","541","445","69","1"
"전라남도 곡성군 (4672000000)","26,715","26,715","762","1,596","1,897","1,540","2,508","4,601","5,827","3,955","3,350","662","17"
"전라남도 곡성군 곡성읍(4672025000)","7,500","7,500","345","619","608","568","928","1,283","1,369","953","675","149","3"
"전라남도 곡성군 오곡면(4672031000)","1,774","1,774","37","104","109","67","150","281","410","308","271","36","1"
"전라남도 곡성군 삼기면(4672032000)","1,632","1,632","21","61","91","68","101","265","393","295","273","62","2"
"전라남도 곡성군 석곡면(4672033000)","2,202","2,202","45","90","118","95","161","373","527","355","358","78","2"
"전라남도 곡성군 목사동면(4672034000)","1,306","1,306","11","38","53","58","80","214","347","239","233","33","0"
"전라남도 곡성군 죽곡면(4672035000)","1,875","1,875","38","56","115","91","109","324","482","326","277","55","2"
"전라남도 곡성군 고달면(4672036000)","1,116","1,116","21","35","61","63","64","175","278","190","190","39","0"
"전라남도 곡성군 옥과면(4672037000)","3,976","3,976","135","337","393","278","459","701","764","497","353","56","3"
"전라남도 곡성군 입면(4672038000)","2,276","2,276","44","133","176","109","216","453","478","312","291","63","1"
"전라남도 곡성군 겸면(4672039000)","1,601","1,601","21","75","78","77","130","280","383","258","244","52","3"
"전라남도 곡성군 오산면(4672040000)","1,457","1,457","44","48","95","66","110","252","396","222","185","39","0"
"전라남도 구례군 (4673000000)","24,134","24,134","790","1,579","1,570","1,303","2,319","4,354","5,265","3,597","2,868","482","7"
"전라남도 구례군 구례읍(4673025000)","10,207","10,207","475","897","864","688","1,234","1,865","1,917","1,282","838","146","1"
"전라남도 구례군 문척면(4673031000)","1,289","1,289","30","69","66","56","99","255","332","186","174","20","2"
"전라남도 구례군 간전면(4673032000)","1,429","1,429","29","63","77","59","110","254","331","247","223","35","1"
"전라남도 구례군 토지면(4673033000)","2,439","2,439","43","106","111","102","165","476","681","364","323","67","1"
"전라남도 구례군 마산면(4673034000)","2,413","2,413","53","161","143","110","240","420","542","387","297","59","1"
"전라남도 구례군 광의면(4673035000)","2,163","2,163","55","89","95","98","142","343","490","406","388","57","0"
"전라남도 구례군 용방면(4673036000)","1,341","1,341","33","48","76","64","123","214","285","240","222","35","1"
"전라남도 구례군 산동면(4673037000)","2,853","2,853","72","146","138","126","206","527","687","485","403","63","0"
"전라남도 고흥군 (4677000000)","60,672","60,672","1,993","3,314","3,339","3,087","5,274","9,518","13,519","10,926","8,025","1,619","58"
"전라남도 고흥군 고흥읍(4677025000)","12,331","12,331","843","1,340","1,159","1,102","1,665","2,066","1,982","1,275","736","151","12"
"전라남도 고흥군 도양읍(4677025300)","9,394","9,394","407","640","632","601","1,007","1,640","1,984","1,518","817","141","7"
"전라남도 고흥군 도양읍소록출장소(4677025400)","531","531","18","30","9","26","40","33","59","132","145","37","2"
"전라남도 고흥군 도양읍시산출장소(4677025500)","191","191","0","8","9","8","22","41","35","29","34","5","0"
"전라남도 고흥군 풍양면(4677031000)","2,928","2,928","42","76","92","98","222","406","699","661","514","113","5"
"전라남도 고흥군 도덕면(4677032000)","2,762","2,762","49","89","130","96","176","424","672","546","464","115","1"
"전라남도 고흥군 금산면(4677033000)","4,060","4,060","79","140","172","132","266","614","1,008","885","644","118","2"
"전라남도 고흥군 도화면(4677034000)","3,649","3,649","79","122","157","132","236","587","867","762","584","117","6"
"전라남도 고흥군 포두면(4677035000)","4,636","4,636","71","179","199","173","314","749","1,101","955","743","149","3"
"전라남도 고흥군 봉래면(4677036000)","1,822","1,822","43","67","73","52","148","253","467","374","299","42","4"
"전라남도 고흥군 점암면(4677037000)","2,563","2,563","32","82","90","79","154","376","671","547","431","98","3"
"전라남도 고흥군 과역면(4677038000)","3,108","3,108","60","105","143","105","204","498","776","600","511","104","2"
"전라남도 고흥군 남양면(4677039000)","2,172","2,172","38","102","69","84","131","312","599","449","305","80","3"
"전라남도 고흥군 동강면(4677040000)","2,952","2,952","84","100","161","138","216","431","723","581","425","90","3"
"전라남도 고흥군 대서면(4677041000)","2,113","2,113","48","57","73","80","128","297","562","416","386","65","1"
"전라남도 고흥군 두원면(4677042000)","2,847","2,847","46","99","91","67","161","402","635","648","582","113","3"
"전라남도 고흥군 영남면(4677044000)","1,215","1,215","29","30","37","50","81","179","288","268","206","46","1"
"전라남도 고흥군 동일면(4677045000)","1,398","1,398","25","48","43","64","103","210","391","280","199","35","0"
"전라남도 보성군 (4678000000)","37,401","37,401","1,217","2,264","2,260","2,029","3,334","6,105","8,094","6,143","4,977","948","30"
"전라남도 보성군 보성읍(4678025000)","8,456","8,456","499","773","739","720","1,003","1,459","1,489","975","678","120","1"
"전라남도 보성군 벌교읍(4678025300)","10,907","10,907","354","731","664","534","1,026","1,771","2,308","1,883","1,361","262","13"
"전라남도 보성군 노동면(4678031000)","1,063","1,063","19","38","43","42","74","171","245","189","198","42","2"
"전라남도 보성군 미력면(4678032000)","1,328","1,328","23","48","76","56","87","226","331","222","221","37","1"
"전라남도 보성군 겸백면(4678033000)","1,074","1,074","18","44","40","33","74","175","232","209","204","44","1"
"전라남도 보성군 율어면(4678034000)","1,131","1,131","18","61","48","46","84","184","251","192","221","26","0"
"전라남도 보성군 복내면(4678035000)","1,517","1,517","32","61","72","60","97","226","372","278","266","53","0"
"전라남도 보성군 문덕면(4678036000)","918","918","22","53","48","32","64","165","218","144","139","33","0"
"전라남도 보성군 조성면(4678037000)","3,413","3,413","83","135","165","151","259","523","775","675","540","101","6"
"전라남도 보성군 득량면(4678038000)","2,559","2,559","40","107","99","106","203","395","637","474","410","83","5"
"전라남도 보성군 득량면예당출장소(4678038500)","1,115","1,115","32","66","58","72","104","174","254","188","144","23","0"
"전라남도 보성군 회천면(4678039000)","2,889","2,889","57","123","154","128","203","493","734","509","411","77","0"
